"Git revsion of specification repo:","c1def241eef538f02034aafa23f95fb0489eb10f"
Nr,Name,"constants","deadlock","deferred_sets","definitions","dynamic_assertions","enumerated_sets","file","formalism","invariant-violated","invariants","number-of-states","number-of-transitions","operations","properties","sha256","static_assertions","variables"
1622,"AB.mch",1,false,1,0,0,0,"./prob-examples/B/RefinementChecking/Symmetry/AB.mch",b,false,0,5,13,2,1,"0064690f05d0c85db898518d238f0c1cca840d6483e8a972b6a031c168f32674",0,2
1623,"ServerR_err.mch",0,false,2,0,0,0,"./prob-examples/B/RefinementChecking/Symmetry/ServerR_err.mch",b,false,1,14,44,2,2,"1afd40fc9368e5c64206481df5498ed869874e4ca1c55686b9fd055047eeedd1",0,1
1624,"Server.mch",0,false,1,0,0,0,"./prob-examples/B/RefinementChecking/Symmetry/Server.mch",b,false,0,5,10,2,1,"0c66a72584f5684dd9959ee111085e825165f7c08ae9e412748ad448bd72bb5a",0,1
1625,"Spec.mch",1,false,0,0,0,1,"./prob-examples/B/RefinementChecking/Simple/Spec.mch",b,false,0,12,96,3,0,"bb85905638005f8a1245582ecb60c49b21b1d266c528c2350842f5f0cfca13ef",0,1
1626,"Server.mch",0,false,0,0,0,1,"./prob-examples/B/RefinementChecking/Server.mch",b,false,0,4,9,2,0,"49c5bfa410b7fd21278792c1a7dbd38a233a6bb23fa139b3a539fbc794c5c348",0,1
1627,"RefinementAlgorithm.mch",4,true,0,0,0,3,"./prob-examples/B/RefinementChecking/RefinementAlgorithm.mch",b,false,0,510861,1290712,3,4,"39e13db2f8f3828d095836dc2d66d4b2c75d17ef32ca4400aad8de3e26c0b0fb",0,5
1628,"M0.mch",0,true,0,0,1,0,"./prob-examples/B/RefinementChecking/LinkingInvariants/M0.mch",b,false,2,11,11,1,0,"8e8755c7b9d8f06ccd3f989f8baf9d4deaadc4a087b1efb2e7ce3bd505565032",0,2
1629,"Generated100.mch",100,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/Generated100.mch",b,unknown,100,unknown,unknown,100,100,"6f5951d36f990b9d63ba7f65292d06b430bfdf6f23755fb5ca94c0b1b80a62d8",0,100
1630,"Generated1000.mch",1000,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/Generated1000.mch",b,unknown,1000,unknown,unknown,1000,1000,"88b6bea5372b9382c9a2a513f6d5b7018c70d1e0108a83c8af99bf0132510f9b",0,1000
1631,"GeneratedMod500.mch",500,false,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/GeneratedMod500.mch",b,false,500,1025,512002,500,500,"65d5119acd37bbe2fd6b9d5ce09f3c629559482b08c20bdc351c429fbcf81874",0,500
1632,"Generated10000.mch",10000,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/Generated10000.mch",b,unknown,10000,unknown,unknown,0,10000,"97b0fcf7afc9a082f3fae9bf3549564b5509db74842c5a43707025291ec3674c",0,10000
1633,"GeneratedMod1000.mch",1000,false,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/GeneratedMod1000.mch",b,false,1000,1025,1024002,1000,1000,"6585c156ae9c44dafb4f8443f0d2cb387fda3c1263a1af404968cf73a47c5f02",0,1000
1634,"Generated2000.mch",2000,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/Generated2000.mch",b,unknown,2000,unknown,unknown,2000,2000,"c516f277cce06f9a92908dec51c17201b6d3b5a84c5538b4b9b95bc8bbbb326c",0,2000
1635,"GeneratedMod100.mch",100,false,0,0,0,0,"./prob-examples/B/PerformanceTests/Generated/GeneratedMod100.mch",b,false,100,1025,102402,100,100,"fb3d3e2965923a3f02e02cdadcc2057a6bf7d751345738de1f67662b44556b9a",0,100
1636,"LargeSequences.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/LargeSequences.mch",b,false,1,13811,151932,11,0,"67d6e90b286dfae82065ddd96f868a80bcc66e8521835f3fce562c3ab7baaee1",0,1
1637,"SetLogInefficiencies.mch",5,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/SetLogInefficiencies.mch",b,true,1,unknown,unknown,5,16,"870b3301e32a72786a3f0c99cf2730237885fdccf30a3ce3f8e4b39e4ae9f3b3",0,1
1638,"PartialSurjTest.mch",1,false,0,1,0,0,"./prob-examples/B/PerformanceTests/PartialSurjTest.mch",b,false,1,2,4,2,3,"a321182813123cdcef676f1481aae558188eaec3bfd1eeee21e40e01938fb594",0,1
1639,"WhileLoopBench.mch",0,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/WhileLoopBench.mch",b,unknown,5,unknown,unknown,2,0,"8bbd3ce3154e48c249a601436dd0889bb37276612aeef9e5aef84d1a53de5170",0,4
1640,"PerformanceTest1.mch",2,true,1,1,0,0,"./prob-examples/B/PerformanceTests/PerformanceTest1.mch",b,false,1,100,100,0,2,"f69bde0c1a39160172acfa4b17f3d94d494d49f78c8e144ff5caf8614ce877d3",0,1
1641,"SingletonSetPropagation.mch",5,true,0,0,0,1,"./prob-examples/B/PerformanceTests/SingletonSetPropagation.mch",b,false,0,4,4,0,3,"e7f863667e6a2965806b44d9c0f43dac824f19064eae132a28fa20649bf24b89",0,0
1642,"PrependLargeSequence.mch",1,true,0,0,0,0,"./prob-examples/B/PerformanceTests/PrependLargeSequence.mch",b,false,1,103,103,1,1,"36127636d57db447948e5a31a8e755a1801aec566a9f2939d6917eb8a9f1b1de",0,3
1643,"SurjEnum.mch",1,false,0,0,0,0,"./prob-examples/B/PerformanceTests/SurjEnum.mch",b,false,1,721,1441,1,1,"47570249258378ebe090b6f2b292f41691556f177bf4905e7ec5634a1d3fc260",0,1
1644,"InfiniteParityFunction.mch",1,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/InfiniteParityFunction.mch",b,unknown,1,unknown,unknown,4,2,"a086031042c223bcd8b7c5f65c26d6ab0671d00427e7bac62a1cc38973518884",40,1
1645,"SomeInvariantsSomeOpsCst.mch",2,true,0,2,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/SomeInvariantsSomeOpsCst.mch",b,false,7,14951,14951,2,2,"a929f362595a1d3db7923e45c104f4523765f1c84ac5c45d2b0c94143890be22",0,9
1646,"SomeInvariantsSomeOps.mch",0,true,0,2,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/SomeInvariantsSomeOps.mch",b,false,7,14950,14950,2,0,"038478c8abb43599bfc2040d76a5bb437b2bd8ed61d4be840fc84a18e9f6f971",0,9
1647,"LotsOfInvariantsDouble.mch",0,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/LotsOfInvariantsDouble.mch",b,true,170,unknown,unknown,1,0,"50d88b93ef7a3b5664f59e2179f95531471eaa5b3512820ea01af9c1771c75fb",0,9
1648,"SomeInvariants.mch",0,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/SomeInvariants.mch",b,true,7,unknown,unknown,1,0,"ad7998422b2b55de281cff935c3758a69848c82c78b2c95e7a63177cc64906f6",0,9
1649,"LotsOfInvariants2.mch",0,unknown,0,2,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/LotsOfInvariants2.mch",b,true,14,unknown,unknown,1,0,"46962383ec1b281d3cd9c5703cc7ea33414320c8b8fe43446fe962d47b868423",0,9
1650,"LotsOfInvariants.mch",0,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/LotsOfInvariants.mch",b,true,85,unknown,unknown,1,0,"eef9e86a4eb7bbfc41857590ec37f7e4bbd595358d310cac47c553c40af8eaf1",0,9
1651,"phonebook7.mch",0,false,1,2,1,1,"./prob-examples/B/PerformanceTests/PartialEvaluation/phonebook7.mch",b,false,3,3125,40626,4,0,"1789c0798b936474b1ff07068cd112e3cc4b679d4a7a24b9c16875297fe66ec6",0,3
1652,"WhileLoop1.mch",1,unknown,0,0,0,1,"./prob-examples/B/PerformanceTests/PartialEvaluation/WhileLoop1.mch",b,true,1,unknown,unknown,1,1,"5927b4fd909476bac2e486af2b99c6cf7f73cdae7c68239f7bf7e5353f096455",0,1
1653,"scheduler6.mch",0,false,1,1,0,0,"./prob-examples/B/PerformanceTests/PartialEvaluation/scheduler6.mch",b,false,4,5231,47848,5,0,"cc458521f7307ecf9ed8f7f7e05206ee4e6d16b5cb25e0ea57073ce4624f8948",0,3
1654,"RelAndNotRel.mch",3,true,1,0,0,0,"./prob-examples/B/PerformanceTests/RelAndNotRel.mch",b,unknown,0,unknown,unknown,0,5,"30a91f772ece3af2126fcb3cb4ca99bb99b2f15e947bcb40cbfb64193eea61ec",0,0
1655,"PartitionIntoComponentsTest2.mch",10,true,0,1,0,0,"./prob-examples/B/PerformanceTests/PartitionIntoComponentsTest2.mch",b,false,0,0,0,1,94,"773386a34c7011a745c1f10104c1dfea97aa24d594c770c9cf83b77d56278a0c",0,0
1656,"SigmaLoop.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/SigmaLoop.mch",b,true,2,1,2,1,0,"94a181ca2094437e73a7422af4775f28a9237ec06592d83dd2665da6cb4f6596",0,2
1657,"WhileLoop_test_merge_assign.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/WhileLoop_test_merge_assign.mch",b,false,4,1,2,1,0,"61a8414eaf60d038de3e0c8eec227cfde8e21f44c701c736db0136d1431018c6",0,3
1658,"Lift2.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/Lift2.mch",b,true,2,100,199,2,0,"75689661409f3cb267e67147983b2df7c6789547fd457969a234ff0ea066ab5f",0,2
1659,"LambdaLoop.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/LambdaLoop.mch",b,true,3,1,2,1,0,"fa3cee64fec6ba22db862af3e51cfba18cea11e70f41049764c18824c239588d",0,2
1660,"Lift0.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/Lift0.mch",b,false,2,10000,19999,2,0,"4069f51218e9456f512c060235fca23cc19ebacfbaf407c8d602481422ae08a2",0,1
1661,"Lift.mch",0,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/Lift.mch",b,true,1,unknown,unknown,2,0,"f70f0cc82292ccb21232b9fea90701084fb70f23846364f50e24a45462f5c82c",0,1
1662,"WhileLoop_v2.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/WhileLoop_v2.mch",b,false,4,1,2,1,0,"7f69caad96af80660dc72dcb4721c5bf789ccfb18e7de385699603cf1c9dc905",0,3
1663,"SetComprehensionLoop.mch",,unknown,,,,,"./prob-examples/B/PerformanceTests/rpython_performance/SetComprehensionLoop.mch",b,unknown,,unknown,unknown,,,"ea1b2fc2ef363ccf6efe38c4047f85af2871b51a5b511caced068b3e706a5598",,
1664,"WhileLoop.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/WhileLoop.mch",b,false,4,1,2,1,0,"97ab5b250f54e9c440b57b3419daafc3196741f29c28a4c68ed552493ce073d5",0,3
1665,"SetUnion.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/rpython_performance/SetUnion.mch",b,false,3,100,200,2,0,"5388ec786eebdea86393e10b194699e30637e77bd76dab84ad4adf49c4739f39",0,3
1666,"SurjEnumCstAsProp.mch",2,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/SurjEnumCstAsProp.mch",b,unknown,0,unknown,unknown,2,2,"99d0be3b4e930e69d828cfdbeb240bf54739825dff712a59dccd6ecc1a0125f9",0,0
1667,"MostSimpleMachine.mch",0,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/MostSimpleMachine.mch",b,true,1,unknown,unknown,1,0,"cf5beddb9af3ce255237db08bc32c59a3f5ea7b9f635f977efda56879e008e16",0,1
1668,"SubsetChecksSimple.mch",0,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/SubsetChecksSimple.mch",b,false,1,unknown,unknown,3,0,"5759955ccbd185e04d889e799191d4f1ecdfc37e1f42b61f623710b8db248146",0,1
1669,"SharingInOperationPRE.mch",1,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/ExpressionSharing/SharingInOperationPRE.mch",b,unknown,1,unknown,unknown,1,1,"dd548817998a5a624e4d75e5ccdb61e89c30ff566688e75b5d229634a65828a1",0,3
1670,"SharingInOperation.mch",1,unknown,0,1,0,0,"./prob-examples/B/PerformanceTests/ExpressionSharing/SharingInOperation.mch",b,unknown,1,unknown,unknown,1,1,"613195d63f34ebc506fd64464f42dfeee3c0f2b428e4068d79fe22d6dcfbfafe",0,3
1671,"DepthFirstTest.mch",1,unknown,0,2,0,0,"./prob-examples/B/PerformanceTests/DepthFirstTest.mch",b,true,2,unknown,unknown,6,1,"5c8151765721cbec5cacd7347657e75ccee93b0f1a1ee25abf3f9d46ddb64bbb",0,1
1672,"InfiniteIntersection.mch",2,true,0,0,0,0,"./prob-examples/B/PerformanceTests/InfiniteIntersection.mch",b,false,0,2,2,0,2,"16266e2795ad3af10a3aa70269ec247c0194ce429a9763bdde813c4bdca510c3",4,0
1673,"DeferredSetsLarge.mch",0,false,2,0,0,0,"./prob-examples/B/PerformanceTests/DeferredSetsLarge.mch",b,false,0,10001,1010001,2,2,"72f130fef26d0e430e74928e42882d1e247bed7f1861924304c7160456685bd0",0,2
1674,"ID_Checks.mch",3,true,0,1,0,0,"./prob-examples/B/PerformanceTests/ID_Checks.mch",b,false,0,2,2,0,4,"961807bb19542798ab3960f1e95b8754717aba48de23dce7d83faa32762ec3f4",13,0
1675,"SetNormalizationPerfCheck.mch",0,true,0,0,0,0,"./prob-examples/B/PerformanceTests/LargeSets/SetNormalizationPerfCheck.mch",b,false,3,501,501,1,0,"51cfc775208662bef79dcb2148835dabb01bcd19078df23696cd03b5998629a6",0,3
1676,"SeqCheck.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/LargeSets/SeqCheck.mch",b,false,1,9,136,5,0,"93503f7c2b3d5c8749caa23c8e6a385a73636f31eb4c212bec68515c85e2c59b",0,1
1677,"LargeExplicitSet.mch",0,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/LargeSets/LargeExplicitSet.mch",b,unknown,0,unknown,unknown,1,0,"40567e5ae81b68f6ed0a4ac2d088ded47af6c7a6fdbe30c92d34c6efc0a234dc",0,1
1678,"PartialFunCheck.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/LargeSets/PartialFunCheck.mch",b,false,1,9,91,4,0,"82dfd41e50ffc8ccb98f4996ee4f7a652267929e72fb7f700a95ea5d53e9b879",0,1
1679,"ComplementMaximalSet.mch",0,false,0,0,0,0,"./prob-examples/B/PerformanceTests/ComplementMaximalSet.mch",b,false,1,0,11,14,0,"bedb3bd03aaef43d13b76c21154f0259dd5c008d3147427342b5af1ce907c032",6,2
1680,"InfiniteIntersection2.mch",2,true,0,0,0,0,"./prob-examples/B/PerformanceTests/InfiniteIntersection2.mch",b,false,0,2,2,0,2,"1b3dac97fd9b28bed368927d94f1fee0de84a39aa9eac252c3ad1b21e3ad42f1",4,0
1681,"dfcheck_houseset.mch",1,unknown,0,2,0,0,"./prob-examples/B/PerformanceTests/dfcheck_houseset.mch",b,unknown,2,unknown,unknown,1,2,"cacdf71355c37c837e77a9f8361591434d42fa6825b96c5d52a4b3d2ba45e161",0,1
1682,"OverridePerfTest.mch",1,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/OverridePerfTest.mch",b,unknown,2,unknown,unknown,4,1,"6c8c6a8c1efdc62f838fa742f7214c62eace6c2904357af8d607097d3d35ebae",0,2
1683,"LiftLargeUp.mch",0,true,0,1,0,0,"./prob-examples/B/PerformanceTests/LiftLargeUp.mch",b,false,1,99997,99997,1,0,"ed2445b7a3d391b85f03e7acdef35a86400bf30f5cdab623bb4202e81c39f198",0,1
1684,"InfiniteClosures.mch",4,unknown,0,3,0,0,"./prob-examples/B/PerformanceTests/InfiniteClosures.mch",b,unknown,0,unknown,unknown,5,4,"ea6131747e3edfc61a865506eb5c432fc6d262680a6f8940daa56788bce241d5",0,1
1685,"conc_seq_test.mch",2,false,0,0,0,1,"./prob-examples/B/PerformanceTests/conc_seq_test.mch",b,false,1,3,6,2,2,"5b4f77b4912c085e4bdcf98253e5fc746eef4c7195290f8851d908cb8542b3d6",0,1
1686,"PartialFunInverse.mch",1,false,0,1,0,0,"./prob-examples/B/PerformanceTests/PartialFunInverse.mch",b,true,1,751,1366,2,7,"6aba145543cf906c4b51b8056a65c14981de12f6b9c1c408d5a259055deb23a7",1,1
1687,"sudoku.mch",729,true,0,2,0,0,"./prob-examples/B/PerformanceTests/SATLIB/sudoku.mch",b,false,0,2,2,0,12015,"ea36732c90fb5dde7213171e7ad8a2d0bfeb7783486079fa5fa45c720292ed10",0,0
1688,"uf20-02.mch",20,true,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uf20-02.mch",b,false,0,58,58,0,91,"4df2cd717572a8ea93d921959e3cb9b5855beadda1726c6612a28c5e459f1e92",0,0
1689,"uuf150-089.mch",150,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uuf150-089.mch",b,unknown,0,unknown,unknown,0,645,"700d50e97fd4a64a7f51e23cad15dd0f6c993954a2254e2002bfa7cdf62a27b1",0,0
1690,"VerySimple.mch",3,false,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/VerySimple.mch",b,false,0,2,3,1,4,"e257286563aecaca7ce8b7bf3b6055928540b9c3f43c069813afe54b8185700c",0,0
1691,"SimpleSATUnitPropagationTest.mch",5,false,0,1,0,0,"./prob-examples/B/PerformanceTests/SATLIB/SimpleSATUnitPropagationTest.mch",b,false,0,2,3,1,5,"51dc0f2c15d2110aa87ed1f8c257e87299bbef275e339381666de5f260025840",0,0
1692,"uf20-01.mch",20,true,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uf20-01.mch",b,false,0,16,16,0,91,"d79fe9ca9d9cf2a98d8dd9ff09c9edf8e941fba05f5135b70765eb717c887612",0,0
1693,"unif-c500-v250-s453695930.mch",250,unknown,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/unif-c500-v250-s453695930.mch",b,unknown,0,unknown,unknown,0,500,"1ef9b95456c9d4a271f8c432d2d3874a757a26721809df755c219e1d0c8b7623",0,0
1694,"blocksworld_medium.mch",116,false,0,1,0,0,"./prob-examples/B/PerformanceTests/SATLIB/blocksworld_medium.mch",b,false,0,4,6,1,953,"ec97e77e87521bd778afcf81008f8769933fbabe52852c03984c4f2656f8f93b",0,0
1695,"uf50-0429.mch",50,true,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uf50-0429.mch",b,false,0,16,16,0,218,"bbdf2c54f160af38a9803b27bf46ffd57befb5b265556634c0f6fafba5bc0464",0,0
1696,"flat200-90.mch",600,unknown,0,2,0,0,"./prob-examples/B/PerformanceTests/SATLIB/flat200-90.mch",b,unknown,0,unknown,unknown,0,2237,"d9d89d546a6a3efdab2dd6609a9b393ff09936f7d8276c4bc64033312e97608f",0,0
1697,"uf50-01.mch",50,true,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uf50-01.mch",b,false,0,48,48,0,218,"868425edc7a0983a6ce3cac2b329f167393e96e0e62ad91c91cd79311b3f21e1",0,0
1698,"uf20-903.mch",20,false,0,1,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uf20-903.mch",b,false,0,8,12,1,91,"6154968eb0b66d92f61f8e8a61a29d0962cbf5e052cb294c5f763cdfba2f9686",0,0
1699,"uf20-903_MYBOOL.mch",20,false,0,1,0,1,"./prob-examples/B/PerformanceTests/SATLIB/uf20-903_MYBOOL.mch",b,false,0,8,12,1,91,"c89fe3b24befd52ad4f46d295d02cc60fa950ee7603ee6b5000decda6eac3b82",0,0
1700,"uf50-02.mch",50,true,0,0,0,0,"./prob-examples/B/PerformanceTests/SATLIB/uf50-02.mch",b,false,0,12,12,0,218,"5c3986a90258f9cf3960657511f3633ced508b3e7df2b38a6bf4ed3ff310c1c0",0,0
1701,"TotalFun500.mch",2,false,0,0,0,0,"./prob-examples/B/PerformanceTests/TotalFun500.mch",b,true,3,5,6,1,4,"8a0e2584d3a49c61b7f3079745f48b0e82245f37c42c66077c7dbd8f665d8ced",0,1
1702,"EnumerateFunctionTests6.mch",0,false,0,10,0,0,"./prob-examples/B/PerformanceTests/EnumerateFunctionTests6.mch",b,false,0,16,225,14,0,"d8af5290e3331fc9dcb4a7315ef300eda62da8ad18e2a8e2c6145c811eb03f35",0,1
1703,"InfiniteClosures4.mch",3,false,0,4,0,0,"./prob-examples/B/PerformanceTests/InfiniteClosures4.mch",b,false,0,1,62,2,3,"e2ab123b86caaf8e83dd5fdbe869155a67bcc302edf6c3069f6c763cbc47c32d",18,0
1704,"WhileLoopNested.mch",1,true,0,0,0,0,"./prob-examples/B/PerformanceTests/WhileLoopNested.mch",b,false,5,13,13,1,1,"feaedf44bd4411cfd03ec9c6fdb00483c3ad260b559fed5175f6722820d52aee",0,6
1705,"Interval2.mch",3,false,0,1,0,0,"./prob-examples/B/PerformanceTests/clpfd_constraint_checks/Interval2.mch",b,false,0,4,6,1,8,"354f9f08f1eda1071568335b2920f7187eaf295a727e388e52cf8a6c3c17537f",1,0
1706,"Interval1.mch",3,false,0,1,0,0,"./prob-examples/B/PerformanceTests/clpfd_constraint_checks/Interval1.mch",b,false,0,4,6,1,8,"6bf844d71706370d6e83ea494f290e9b049fc5e1a504e59e0385214cbeedcae8",1,0
1707,"IntegerComprSets.mch",2,false,0,3,0,0,"./prob-examples/B/PerformanceTests/clpfd_constraint_checks/IntegerComprSets.mch",b,false,0,2,3,1,4,"48e444e8058f985520ef4e006586f92d06e8a441d8d2ddf71240a8e286b5da69",0,0
1708,"Interval3_small.mch",3,false,0,1,0,0,"./prob-examples/B/PerformanceTests/clpfd_constraint_checks/Interval3_small.mch",b,false,0,8,12,1,7,"8ae2b2ba1e4c536602858ef0920685a060f92fed9d9b1224961abbda87e7bc1b",0,0
1709,"Inverval3.mch",3,false,0,1,0,0,"./prob-examples/B/PerformanceTests/clpfd_constraint_checks/Inverval3.mch",b,false,0,2,3,1,9,"36cf098910ebf6d46f2844772b942de4f181fa1342fe4f87eaf5470a0332087d",1,0
1710,"UNION_CardGT.mch",3,false,0,25,0,0,"./prob-examples/B/PerformanceTests/UNION_CardGT.mch",b,false,0,2,3,1,3,"82af34277a475a57a07d5104f496d899ccea594f12dc0b34c94c2a69b455445a",0,1
1711,"SequenceSolving.mch",0,false,0,2,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/SequenceSolving.mch",b,false,0,1,14,9,0,"843fc14028b6d287442152296fbfbf2df6eba4be25a3c259190606a1ebbc247b",0,1
1712,"TestImplicationArith.mch",4,false,0,1,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestImplicationArith.mch",b,false,0,4,260,2,9,"396280f3e09d5cbae5084f22af5aa790a863c767bf3cc8389408270e8799cc01",0,0
1713,"TestSubset.mch",7,false,0,1,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestSubset.mch",b,false,0,14,112,9,8,"33af0d94df72dd13a0cdc7f5304fec4f14fe362bcab709b68ee00952d7cd989d",0,0
1714,"DomRelTest.mch",1,false,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/DomRelTest.mch",b,false,0,6,10,1,2,"bdf384b04221a097f6a1463665241a16100e0c18183ee67005a5dad8a0b6efb3",0,0
1715,"SetMembershipInference.mch",4,false,0,1,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/SetMembershipInference.mch",b,false,0,8,1208,3,9,"903346de348d37319608acf8be90f9a238c38a1bff6abb0a41712c395154db0a",0,0
1716,"TestSubset2.mch",7,false,0,1,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestSubset2.mch",b,false,0,14,112,9,8,"9ce7621c5e1f4598c5906bdca05b44c2a649594ed3c16e56e1229617afbb0c3b",0,0
1717,"LargeAndSmallSets.mch",5,false,0,1,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/LargeAndSmallSets.mch",b,false,0,4,8,1,7,"8d172f41f36895c04f4c6a040ae4a146d6567cae3099ff30dbb077dd2427cc7a",0,0
1718,"ForallConstraints.mch",1,false,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/ForallConstraints.mch",b,false,0,2,102,1,2,"e8b93b1331082aa427fad6240e3e964f4b72327bf44cfd067d9128ca634b9f7f",0,0
1719,"TestStrictSubset.mch",7,unknown,1,1,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestStrictSubset.mch",b,unknown,0,unknown,unknown,9,6,"09c3af8b8a5d7fe8b56fab24f540aaf0193bdf0907a788554e4fa532dc504d20",0,0
1720,"RangeRelTest.mch",1,false,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/RangeRelTest.mch",b,false,0,6,10,1,2,"11c04e65e543e8b343f070ac798c7fc8609b8842411d139967b19a39dd46a619",0,0
1721,"ImageTest.mch",2,true,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/ImageTest.mch",b,unknown,0,unknown,unknown,0,3,"70d9412bb1458c58a401bf8f1e03a7feae747d094d994013500b4ef1b416aa72",0,0
1722,"ImageTestSimple.mch",1,false,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/ImageTestSimple.mch",b,false,0,6,10,1,2,"cd0b9cafdefb6ee34818124b40116adef6c8bd49080ec3ae1625e0cd5fd030d8",0,0
1723,"UnionPropCheck.mch",2,false,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/UnionPropCheck.mch",b,false,0,128,640,1,9,"26dd55b75766c7dff627c2bbc1337ecc72c95231b27b75c2f7203fc4d2c0d1f4",0,0
1724,"TestDisjoint.mch",7,false,1,1,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestDisjoint.mch",b,false,0,10080,50400,9,28,"103906b0709f835a53b1b2ec58e892b6798c74cc5262c0e3a3a11dfcd3d7469d",0,0
1725,"MaxPropagation.mch",1,false,0,2,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/MaxPropagation.mch",b,false,0,2,6,2,4,"6ce084c345880f908ecfd165c9e41cfb880ae929664d9ae1535f8270bba68ac4",0,0
1726,"TimeModelling.mch",3,unknown,0,2,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TimeModelling.mch",b,unknown,1,unknown,unknown,2,14,"ab203eee50da614263d175f0faa9bd26cf2309045ad06cb048373be5830a566d",0,2
1727,"SetMembershipReification.mch",5,false,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/SetMembershipReification.mch",b,false,0,12,18,1,13,"96c109cabcd2d27ce0250462520e66d26c0a96c710557e90eab4389bb62f0999",0,0
1728,"TestSubsetSimple.mch",3,true,1,1,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestSubsetSimple.mch",b,false,0,14,14,0,4,"f55741efe402def8a54d1b6e205b6b361060ec67fc41fda1ce7ab90772f9b8ea",0,0
1729,"TestDisjunction.mch",2,false,0,1,0,0,"./prob-examples/B/PerformanceTests/ConstraintPropagation/TestDisjunction.mch",b,false,0,2,8,2,7,"a08f68d56c4bd67cef00fe0857930a047b3393abfcf62afcc9431c0d7168029f",0,0
1730,"Fixpoint.mch",2,unknown,0,0,0,1,"./prob-examples/B/PerformanceTests/ConstraintPropagation/Fixpoint.mch",b,unknown,0,unknown,unknown,0,3,"1dd48b11366672b3e4ad853fa36cca8cb2ac471af150c4722dbb5a03beca7fb2",0,0
